100 24
20 71 0.949148
20 73 0.133932
20 78 0.946367
20 80 0.494975
20 84 0.086885
20 87 0.963721
20 98 0.665004
21 3 0.876207
21 7 0.434321
21 12 0.709915
21 13 0.876227
21 14 0.901911
21 15 0.841189
21 26 0.280960
21 37 0.935577
21 53 0.697705
21 56 0.292040
21 62 0.839873
21 64 0.388260
21 68 0.447822
21 74 0.719003
21 77 0.960874
21 79 0.796373
21 81 0.163367
21 86 0.462853
21 93 0.627544
21 94 0.293756
21 97 0.807058
22 7 0.664916
22 14 0.549316
22 27 0.275598
22 28 0.627530
22 31 0.760497
22 37 0.193942
22 38 0.359836
22 43 0.295365
22 59 0.996351
22 61 0.416690
22 67 0.278509
22 69 0.605210
22 76 0.413832
22 84 0.626673
23 0 0.296952
23 2 0.095818
23 7 0.740752
23 9 0.893362
23 15 0.534957
23 25 0.563132
23 39 0.751399
23 40 0.218637
23 41 0.244264
23 47 0.693781
23 48 0.943780
23 53 0.257657
23 66 0.220548
23 73 0.948721
23 74 0.541350
23 75 0.367518
23 81 0.859027
23 89 0.480644
23 92 0.775536
23 98 0.496391
24 11 0.665420
24 14 0.734486
24 16 0.685636
24 19 0.693736
24 20 0.656323
24 26 0.131686
24 32 0.026229
24 36 0.301336
24 42 0.313803
24 49 0.669151
24 55 0.116432
24 62 0.215263
24 67 0.399251
24 75 0.627272
24 78 0.166365
24 80 0.175138
24 84 0.920073
24 92 0.338133
24 94 0.142999
24 95 0.868253
24 96 0.245683
25 2 0.381350
25 3 0.906099
25 18 0.663174
25 23 0.563132
25 33 0.467619
25 40 0.834987
25 41 0.703956
25 48 0.850602
25 54 0.463540
25 60 0.966169
25 62 0.577848
25 69 0.579974
25 72 0.762914
25 88 0.856086
25 90 0.992376
25 91 0.870197
25 97 0.986507
25 99 0.485169
26 12 0.008199
26 15 0.888127
26 18 0.391381
26 19 0.872023
26 21 0.280960
26 24 0.131686
26 32 0.218452
26 34 0.289053
26 38 0.943067
26 41 0.622346
26 45 0.652172
26 50 0.814633
26 51 0.756143
26 66 0.054660
26 69 0.469290
26 71 0.262263
26 81 0.893576
26 85 0.064619
26 87 0.451056
26 88 0.870513
26 90 0.392909
26 96 0.382761
27 2 0.616150
27 7 0.588734
27 13 0.543892
27 15 0.797549
27 22 0.275598
27 32 0.174924
27 33 0.581402
27 37 0.679910
27 42 0.636678
27 44 0.615448
27 54 0.507914
27 58 0.547109
27 60 0.156470
27 73 0.113185
27 78 0.923713
27 79 0.411871
27 84 0.696481
27 86 0.116295
27 95 0.072368
27 97 0.470389
28 10 0.953477
28 22 0.627530
28 28 0.715916
28 31 0.254524
28 46 0.542899
28 47 0.789389
28 51 0.737116
28 52 0.762738
28 60 0.150291
28 61 0.693103
28 64 0.681913
28 69 0.375361
28 70 0.979591
28 80 0.692136
28 84 0.999170
28 91 0.169027
29 2 0.849968
29 5 0.064407
29 11 0.840321
29 12 0.888618
29 14 0.279620
29 37 0.281669
29 42 0.991087
29 55 0.573227
29 71 0.268500
29 73 0.813714
29 77 0.211639
29 81 0.706995
29 85 0.668157
29 87 0.728184
29 88 0.516390
29 93 0.418073
29 95 0.616057
30 0 0.848260
30 1 0.812045
30 6 0.802482
30 35 0.365925
30 38 0.736635
30 41 0.535654
30 50 0.002992
30 51 0.495591
30 59 0.552098
30 60 0.783544
30 81 0.854289
30 87 0.319558
30 89 0.513947
30 90 0.152608
30 91 0.844794
30 92 0.950563
30 96 0.198537
30 98 0.913522
31 5 0.360988
31 22 0.760497
31 28 0.254524
31 41 0.624895
31 46 0.055595
31 52 0.058194
31 60 0.047197
31 61 0.661128
31 68 0.025490
31 70 0.711136
31 72 0.989145
31 92 0.514788
31 96 0.914951
31 98 0.081243
32 1 0.044483
32 12 0.231719
32 15 0.385221
32 24 0.026229
32 26 0.218452
32 27 0.174924
32 34 0.752457
32 39 0.034953
32 52 0.748696
32 53 0.448657
32 67 0.005471
32 68 0.524556
32 82 0.492299
32 90 0.394113
32 92 0.615013
32 99 0.507552
33 0 0.677458
33 4 0.446639
33 5 0.401765
33 8 0.525855
33 12 0.615195
33 16 0.506698
33 25 0.467619
33 27 0.581402
33 40 0.271174
33 44 0.610380
33 49 0.499140
33 50 0.622234
33 62 0.194237
33 65 0.467334
33 77 0.486904
33 78 0.791205
33 88 0.978377
33 89 0.316607
33 93 0.682795
33 95 0.101174
34 26 0.289053
34 32 0.752457
34 36 0.632764
34 38 0.789041
34 42 0.753205
34 53 0.574511
34 64 0.847388
34 71 0.277035
34 82 0.253853
34 87 0.235407
34 96 0.628816
34 99 0.109787
35 5 0.559720
35 11 0.065058
35 13 0.500955
35 30 0.365925
35 35 0.422293
35 45 0.162403
35 46 0.456220
35 55 0.082909
35 66 0.351166
35 67 0.655745
35 72 0.518208
35 74 0.259978
35 76 0.468822
35 85 0.497078
35 87 0.728946
35 89 0.585842
35 96 0.968280
36 16 0.086710
36 24 0.301336
36 34 0.632764
36 43 0.019120
36 44 0.471572
36 45 0.387426
36 47 0.883108
36 53 0.241180
36 57 0.037070
36 60 0.211550
36 69 0.716733
36 72 0.324189
36 77 0.949609
36 86 0.769010
36 94 0.517406
36 95 0.898425
36 99 0.358157
37 4 0.105356
37 7 0.303516
37 13 0.738053
37 21 0.935577
37 22 0.193942
37 27 0.679910
37 29 0.281669
37 38 0.335735
37 40 0.444948
37 47 0.826575
37 60 0.204730
37 62 0.968553
37 65 0.664727
37 82 0.168005
37 84 0.269086
37 87 0.170762
37 95 0.734838
37 99 0.242738
38 10 0.520745
38 12 0.076241
38 16 0.203483
38 22 0.359836
38 26 0.943067
38 30 0.736635
38 34 0.789041
38 37 0.335735
38 38 0.049689
38 39 0.812987
38 40 0.977299
38 58 0.264787
38 64 0.456343
38 70 0.867624
38 71 0.908523
38 72 0.744537
38 75 0.016062
38 76 0.819673
38 84 0.149753
38 86 0.651301
38 88 0.072922
38 89 0.466777
38 91 0.205980
39 14 0.532250
39 23 0.751399
39 32 0.034953
39 38 0.812987
39 41 0.421653
39 49 0.594012
39 54 0.684151
39 61 0.798053
39 64 0.927102
39 71 0.530702
39 74 0.524741
39 75 0.843805
39 83 0.544834
39 85 0.586153
39 91 0.124550
39 95 0.533437
39 97 0.864822
40 0 0.494119
40 19 0.687681
40 23 0.218637
40 25 0.834987
40 33 0.271174
40 37 0.444948
40 38 0.977299
40 42 0.758995
40 57 0.979028
40 58 0.867402
40 59 0.612484
40 62 0.992293
40 71 0.161479
40 85 0.364377
40 90 0.097079
40 95 0.841155
40 96 0.437465
41 4 0.685503
41 5 0.701606
41 8 0.765939
41 12 0.907264
41 18 0.201146
41 19 0.779200
41 23 0.244264
41 25 0.703956
41 26 0.622346
41 30 0.535654
41 31 0.624895
41 39 0.421653
41 72 0.012002
41 79 0.993018
41 91 0.202905
42 12 0.529079
42 24 0.313803
42 27 0.636678
42 29 0.991087
42 34 0.753205
42 40 0.758995
42 47 0.456408
42 48 0.413753
42 59 0.249052
42 63 0.784005
42 73 0.035519
42 78 0.756612
42 79 0.409929
42 81 0.969284
42 82 0.023465
42 83 0.586432
43 6 0.523171
43 17 0.399864
43 18 0.307017
43 22 0.295365
43 36 0.019120
43 43 0.297154
43 52 0.825653
43 56 0.771862
43 69 0.900020
43 74 0.096089
43 78 0.430086
43 89 0.141201
43 92 0.973072
43 94 0.597220
43 95 0.481557
43 96 0.692061
44 1 0.017181
44 3 0.121523
44 8 0.838423
44 12 0.982017
44 16 0.017962
44 27 0.615448
44 33 0.610380
44 36 0.471572
44 50 0.190245
44 52 0.514413
44 55 0.888259
44 57 0.080505
44 60 0.966622
44 86 0.998744
44 92 0.900087
44 93 0.567975
44 97 0.925933
45 0 0.991059
45 1 0.762932
45 6 0.151335
45 9 0.218460
45 11 0.590225
45 16 0.250035
45 26 0.652172
45 35 0.162403
45 36 0.387426
45 45 0.719669
45 46 0.019576
45 59 0.906029
45 74 0.982850
45 80 0.661395
45 81 0.274753
45 90 0.637267
45 94 0.711925
45 98 0.084983
46 4 0.281835
46 6 0.358220
46 7 0.565158
46 15 0.136787
46 16 0.925568
46 28 0.542899
46 31 0.055595
46 35 0.456220
46 45 0.019576
46 48 0.842746
46 49 0.069837
46 63 0.591180
46 69 0.827523
47 2 0.812389
47 4 0.874527
47 5 0.259464
47 10 0.525525
47 17 0.711146
47 23 0.693781
47 28 0.789389
47 36 0.883108
47 37 0.826575
47 42 0.456408
47 55 0.924872
47 60 0.027102
47 66 0.267973
47 67 0.995401
47 72 0.107316
47 91 0.029394
47 94 0.123564
47 96 0.602044
48 0 0.584889
48 3 0.457232
48 5 0.804604
48 12 0.988766
48 18 0.456959
48 20 0.559877
48 23 0.943780
48 25 0.850602
48 42 0.413753
48 46 0.842746
48 58 0.532034
48 71 0.054149
48 75 0.716001
48 76 0.315826
48 85 0.354898
48 88 0.556533
48 93 0.694788
48 94 0.869368
48 96 0.017843
48 99 0.195513
49 0 0.130005
49 12 0.112260
49 24 0.669151
49 33 0.499140
49 39 0.594012
49 46 0.069837
49 60 0.582798
49 61 0.524887
49 65 0.322982
49 72 0.335796
49 80 0.726832
49 83 0.977886
49 90 0.810161
49 98 0.013824
50 16 0.422120
50 17 0.246632
50 19 0.872638
50 20 0.266623
50 26 0.814633
50 30 0.002992
50 33 0.622234
50 44 0.190245
50 51 0.437047
50 63 0.609941
50 69 0.267614
50 71 0.392529
50 73 0.375882
50 74 0.622342
51 2 0.340926
51 8 0.906517
51 11 0.820848
51 26 0.756143
51 28 0.737116
51 30 0.495591
51 50 0.437047
51 63 0.674952
51 66 0.198332
51 68 0.397594
51 79 0.854375
51 85 0.971788
51 86 0.426454
51 88 0.207151
51 90 0.342446
52 1 0.657229
52 2 0.796949
52 3 0.241668
52 4 0.361760
52 5 0.139506
52 9 0.839077
52 28 0.762738
52 31 0.058194
52 32 0.748696
52 43 0.825653
52 44 0.514413
52 59 0.307636
52 63 0.445547
52 66 0.611613
52 77 0.941592
52 95 0.392089
53 4 0.034224
53 10 0.022456
53 13 0.110382
53 15 0.552727
53 21 0.697705
53 23 0.257657
53 32 0.448657
53 34 0.574511
53 36 0.241180
53 55 0.753695
53 74 0.522130
53 75 0.877496
53 82 0.576411
53 94 0.375348
54 3 0.719972
54 7 0.588669
54 12 0.054427
54 14 0.623429
54 19 0.229700
54 25 0.463540
54 27 0.507914
54 39 0.684151
54 79 0.942186
54 89 0.081091
54 90 0.753443
54 91 0.850555
54 93 0.486455
54 94 0.604896
55 10 0.158126
55 13 0.477770
55 20 0.880322
55 24 0.116432
55 29 0.573227
55 35 0.082909
55 44 0.888259
55 47 0.924872
55 53 0.753695
55 64 0.699872
55 73 0.283705
55 77 0.143675
55 81 0.713370
55 83 0.444474
55 87 0.332794
56 8 0.066549
56 9 0.121868
56 21 0.292040
56 43 0.771862
56 57 0.775885
56 66 0.703513
56 67 0.297874
56 70 0.540346
56 78 0.605654
56 80 0.272635
56 89 0.376317
56 92 0.148277
56 97 0.799462
56 99 0.019158
57 4 0.943252
57 15 0.052814
57 16 0.268300
57 36 0.037070
57 40 0.979028
57 44 0.080505
57 56 0.775885
57 59 0.921067
57 63 0.981112
57 78 0.111715
57 79 0.872752
57 82 0.624829
57 87 0.982297
57 89 0.995178
58 1 0.823727
58 9 0.545191
58 12 0.281955
58 20 0.263758
58 27 0.547109
58 38 0.264787
58 40 0.867402
58 48 0.532034
58 59 0.432212
58 62 0.490564
58 65 0.291878
58 73 0.801215
58 74 0.627533
58 92 0.968110
58 94 0.471058
58 99 0.170897
59 1 0.974265
59 4 0.665915
59 13 0.538901
59 16 0.095723
59 18 0.190018
59 22 0.996351
59 30 0.552098
59 40 0.612484
59 42 0.249052
59 45 0.906029
59 52 0.307636
59 57 0.921067
59 58 0.432212
59 63 0.669875
59 83 0.513640
59 86 0.501712
59 87 0.780378
59 99 0.118529
60 6 0.855575
60 18 0.846704
60 25 0.966169
60 27 0.156470
60 28 0.150291
60 30 0.783544
60 31 0.047197
60 36 0.211550
60 37 0.204730
60 44 0.966622
60 47 0.027102
60 49 0.582798
60 66 0.328189
60 68 0.284343
60 75 0.128318
60 77 0.101944
60 79 0.614782
60 83 0.847851
60 92 0.203301
60 97 0.422120
61 5 0.690454
61 13 0.523882
61 19 0.917383
61 22 0.416690
61 28 0.693103
61 31 0.661128
61 39 0.798053
61 49 0.524887
61 63 0.828701
61 64 0.899934
61 65 0.158608
61 67 0.376068
61 78 0.364706
61 82 0.717630
61 85 0.381937
61 86 0.006977
61 89 0.259668
61 99 0.294573
62 3 0.818683
62 9 0.155846
62 14 0.861061
62 19 0.035426
62 21 0.839873
62 24 0.215263
62 25 0.577848
62 33 0.194237
62 37 0.968553
62 40 0.992293
62 58 0.490564
62 64 0.076758
62 73 0.515624
62 78 0.950253
62 84 0.352031
62 89 0.158269
63 2 0.325865
63 10 0.964655
63 42 0.784005
63 46 0.591180
63 50 0.609941
63 51 0.674952
63 52 0.445547
63 57 0.981112
63 59 0.669875
63 61 0.828701
63 70 0.155219
63 71 0.066437
63 75 0.909325
63 76 0.266734
63 78 0.683658
63 87 0.368863
63 92 0.133662
63 95 0.100750
63 99 0.819613
64 9 0.671152
64 11 0.388437
64 14 0.955797
64 15 0.745431
64 19 0.782953
64 21 0.388260
64 28 0.681913
64 34 0.847388
64 38 0.456343
64 39 0.927102
64 55 0.699872
64 61 0.899934
64 62 0.076758
64 74 0.693374
64 75 0.469550
64 77 0.299180
65 1 0.454742
65 4 0.486210
65 5 0.173699
65 14 0.200360
65 16 0.865223
65 33 0.467334
65 37 0.664727
65 49 0.322982
65 58 0.291878
65 61 0.158608
65 67 0.720921
65 68 0.129936
65 76 0.598995
65 77 0.433042
65 82 0.014238
65 86 0.285226
65 93 0.647189
65 95 0.861176
65 98 0.627815
66 12 0.440678
66 23 0.220548
66 26 0.054660
66 35 0.351166
66 47 0.267973
66 51 0.198332
66 52 0.611613
66 56 0.703513
66 60 0.328189
66 76 0.507685
66 77 0.284794
66 85 0.399868
66 87 0.363408
66 93 0.750943
66 97 0.970587
67 1 0.019004
67 8 0.406275
67 20 0.225113
67 22 0.278509
67 24 0.399251
67 32 0.005471
67 35 0.655745
67 47 0.995401
67 56 0.297874
67 61 0.376068
67 65 0.720921
67 73 0.285867
67 74 0.169097
67 76 0.357857
67 85 0.692953
67 86 0.092653
67 94 0.870999
67 98 0.010942
68 5 0.080633
68 7 0.910411
68 13 0.401232
68 18 0.309846
68 21 0.447822
68 31 0.025490
68 32 0.524556
68 51 0.397594
68 60 0.284343
68 65 0.129936
68 72 0.382748
68 74 0.068697
68 75 0.562500
68 79 0.016975
68 82 0.313181
68 83 0.209140
68 92 0.270234
69 19 0.691912
69 20 0.670211
69 22 0.605210
69 25 0.579974
69 26 0.469290
69 28 0.375361
69 36 0.716733
69 43 0.900020
69 46 0.827523
69 50 0.267614
69 72 0.973422
69 84 0.899213
69 89 0.180186
69 94 0.735974
70 3 0.548515
70 13 0.083220
70 14 0.852816
70 15 0.356901
70 28 0.979591
70 31 0.711136
70 38 0.867624
70 56 0.540346
70 63 0.155219
70 74 0.996081
70 75 0.058405
70 88 0.893004
70 92 0.169363
70 93 0.330718
70 97 0.201787
70 99 0.650695
71 1 0.553116
71 13 0.507239
71 14 0.864236
71 16 0.342680
71 17 0.521515
71 20 0.949148
71 26 0.262263
71 29 0.268500
71 34 0.277035
71 38 0.908523
71 39 0.530702
71 40 0.161479
71 48 0.054149
71 50 0.392529
71 63 0.066437
71 73 0.370591
71 85 0.716349
71 86 0.510711
71 90 0.960144
71 95 0.658873
72 5 0.630624
72 14 0.345707
72 18 0.078671
72 25 0.762914
72 31 0.989145
72 35 0.518208
72 36 0.324189
72 38 0.744537
72 41 0.012002
72 47 0.107316
72 49 0.335796
72 68 0.382748
72 69 0.973422
72 75 0.571565
72 85 0.473558
72 95 0.467622
73 3 0.887193
73 11 0.753429
73 15 0.353599
73 20 0.133932
73 23 0.948721
73 27 0.113185
73 29 0.813714
73 42 0.035519
73 50 0.375882
73 55 0.283705
73 58 0.801215
73 62 0.515624
73 67 0.285867
73 71 0.370591
73 81 0.767205
73 97 0.631595
73 99 0.061954
74 0 0.753127
74 9 0.043736
74 10 0.804205
74 11 0.574562
74 13 0.251274
74 17 0.660869
74 19 0.919180
74 21 0.719003
74 23 0.541350
74 35 0.259978
74 39 0.524741
74 43 0.096089
74 45 0.982850
74 50 0.622342
74 53 0.522130
74 58 0.627533
74 64 0.693374
74 67 0.169097
74 68 0.068697
74 70 0.996081
74 81 0.708486
74 90 0.574629
74 94 0.522202
75 8 0.498798
75 13 0.795428
75 23 0.367518
75 24 0.627272
75 38 0.016062
75 39 0.843805
75 48 0.716001
75 53 0.877496
75 60 0.128318
75 63 0.909325
75 64 0.469550
75 68 0.562500
75 70 0.058405
75 72 0.571565
75 76 0.236456
75 79 0.272457
75 99 0.543309
76 0 0.468337
76 3 0.695729
76 10 0.063837
76 11 0.360219
76 22 0.413832
76 35 0.468822
76 38 0.819673
76 48 0.315826
76 63 0.266734
76 65 0.598995
76 66 0.507685
76 67 0.357857
76 75 0.236456
76 80 0.246265
76 89 0.898737
76 91 0.968998
77 2 0.280737
77 5 0.242386
77 15 0.345412
77 16 0.222373
77 19 0.536958
77 21 0.960874
77 29 0.211639
77 33 0.486904
77 36 0.949609
77 52 0.941592
77 55 0.143675
77 60 0.101944
77 64 0.299180
77 65 0.433042
77 66 0.284794
77 77 0.168351
77 88 0.346141
77 91 0.917144
77 97 0.883392
77 98 0.288911
78 3 0.126040
78 7 0.961780
78 9 0.895770
78 20 0.946367
78 24 0.166365
78 27 0.923713
78 33 0.791205
78 42 0.756612
78 43 0.430086
78 56 0.605654
78 57 0.111715
78 61 0.364706
78 62 0.950253
78 63 0.683658
78 79 0.811537
78 82 0.364654
78 83 0.206257
78 85 0.619815
78 88 0.333169
78 95 0.116043
79 1 0.490440
79 3 0.857743
79 7 0.174005
79 8 0.584058
79 16 0.038473
79 18 0.063831
79 21 0.796373
79 27 0.411871
79 41 0.993018
79 42 0.409929
79 51 0.854375
79 54 0.942186
79 57 0.872752
79 60 0.614782
79 68 0.016975
79 75 0.272457
79 78 0.811537
79 83 0.041699
79 85 0.563554
79 91 0.092475
80 2 0.955674
80 13 0.694059
80 17 0.496092
80 19 0.791760
80 20 0.494975
80 24 0.175138
80 28 0.692136
80 45 0.661395
80 49 0.726832
80 56 0.272635
80 76 0.246265
80 87 0.870719
80 88 0.194523
80 98 0.656066
81 3 0.186076
81 4 0.443598
81 7 0.522775
81 15 0.284676
81 21 0.163367
81 23 0.859027
81 26 0.893576
81 29 0.706995
81 30 0.854289
81 42 0.969284
81 45 0.274753
81 55 0.713370
81 73 0.767205
81 74 0.708486
81 82 0.190145
81 87 0.146475
81 90 0.242455
81 93 0.866994
82 1 0.003873
82 7 0.718176
82 10 0.692616
82 16 0.743148
82 32 0.492299
82 34 0.253853
82 37 0.168005
82 42 0.023465
82 53 0.576411
82 57 0.624829
82 61 0.717630
82 65 0.014238
82 68 0.313181
82 78 0.364654
82 81 0.190145
82 86 0.730487
82 88 0.462383
82 91 0.628910
83 7 0.878065
83 9 0.269396
83 11 0.341531
83 15 0.438890
83 18 0.030985
83 19 0.692342
83 39 0.544834
83 42 0.586432
83 49 0.977886
83 55 0.444474
83 59 0.513640
83 60 0.847851
83 68 0.209140
83 78 0.206257
83 79 0.041699
83 88 0.263411
83 90 0.291559
84 10 0.425642
84 13 0.937368
84 14 0.854572
84 20 0.086885
84 22 0.626673
84 24 0.920073
84 27 0.696481
84 28 0.999170
84 37 0.269086
84 38 0.149753
84 62 0.352031
84 69 0.899213
84 85 0.215326
84 95 0.247260
84 96 0.223902
85 10 0.635654
85 13 0.370022
85 16 0.637260
85 18 0.321351
85 26 0.064619
85 29 0.668157
85 35 0.497078
85 39 0.586153
85 40 0.364377
85 48 0.354898
85 51 0.971788
85 61 0.381937
85 66 0.399868
85 67 0.692953
85 71 0.716349
85 72 0.473558
85 78 0.619815
85 79 0.563554
85 84 0.215326
85 94 0.056450
86 6 0.371389
86 8 0.493658
86 12 0.655460
86 14 0.755472
86 19 0.855481
86 21 0.462853
86 27 0.116295
86 36 0.769010
86 38 0.651301
86 44 0.998744
86 51 0.426454
86 59 0.501712
86 61 0.006977
86 65 0.285226
86 67 0.092653
86 71 0.510711
86 82 0.730487
86 89 0.356466
86 90 0.175728
86 92 0.752912
86 95 0.329689
87 4 0.818646
87 5 0.097475
87 13 0.111893
87 14 0.214559
87 18 0.558951
87 19 0.953388
87 20 0.963721
87 26 0.451056
87 29 0.728184
87 30 0.319558
87 34 0.235407
87 35 0.728946
87 37 0.170762
87 55 0.332794
87 57 0.982297
87 59 0.780378
87 63 0.368863
87 66 0.363408
87 80 0.870719
87 81 0.146475
88 2 0.737302
88 12 0.306773
88 15 0.552511
88 16 0.675836
88 25 0.856086
88 26 0.870513
88 29 0.516390
88 33 0.978377
88 38 0.072922
88 48 0.556533
88 51 0.207151
88 70 0.893004
88 77 0.346141
88 78 0.333169
